antwann_jones,unc_greensboro,sc,6,86,747,189,375,3835,75,181,64,258,1,2,05,3,10,03,21,61,0333,22,23,125,sr,6-6,0,-0673247,7331,41,2026,65925,"orlando,_fl",790,050005835,24,5,11,51,04000,02000,01,02,unnamed:_44,unnamed:_45,115978,115364,0671435,109915,-836032,-674231,-161801,-899655,114857,-535942,-363713,05714,15714,21429,04286,02857,01429,34286,wing_f,580649,1999-05-29
Mark Mitchell,Missouri,SEC,19,79.2,119.0,26.1,57.3,60.59,6.5,12.8,18.9,15.3,94,140,0.671,107,179,0.598,7,26,0.269,2.1,1.5,68.3,Sr,6-9,25,3.86888,128.665,1.7,2026,76380,"Kansas City, KS",95.8,1.42859086,91.0,129.0,16.0,50.0,0.7054,0.32,24.0,24.0,1.0,,108.405,105.717,3.26703,97.3144,3.91842,3.23471,0.683709,5.17687,31.6632,5.21063,-0.0337626,1.6316,3.6316,5.2632,3.1579,0.7895,0.5263,17.3158,Wing F,2.48001,2003-09-01
Trey Campbell,Northern Iowa,MVC,18,84.0,98.6,25.5,46.4,50.18,1.9,9.4,24.4,14.9,42,55,0.764,50,101,0.495,32,110,0.291,0.6,3.6,26.1,Sr,6-4,4,1.4245,105.664,2.0,2026,76385,"Cedar Falls, IA",,1.79489439,23.0,46.0,27.0,55.0,0.5,0.4909,1.0,1.0,1.0,,95.0281,94.7945,4.74265,110.013,3.12787,0.582039,2.54583,3.35054,33.0684,0.592625,2.75792,0.5263,2.7368,3.2632,3.6842,1.8947,0.1579,13.3158,Scoring PG,11.3205,2003-10-15
Jalen Jackson,Butler,BE,6,17.6,98.8,26.5,53.5,54.78,5.9,10.9,31.6,28.0,11,19,0.579,20,38,0.526,2,5,0.4,0.7,3.3,44.2,Sr,6-2,2,0.975333,105.926,3.0,2026,76386,"Fort Wayne, IN",,1.2777667,16.0,22.0,4.0,16.0,0.7273,0.25,1.0,1.0,1.0,,103.682,102.558,2.57199,26.306,1.25155,-0.328082,1.57964,1.36232,22.5333,0.336451,1.02587,1.1667,2.3333,3.5,3.8333,1.3333,0.1667,9.5,Scoring PG,2.0545,2003-10-15
Steven Clay,Southern Indiana,OVC,16,32.5,106.3,14.0,44.0,48.33,7.4,9.9,6.9,11.6,8,8,1.0,7,13,0.538,10,37,0.27,1.8,1.4,16.0,Jr,6-4,2,0.0727172,95.0656,3.6,2026,76389,"Milwaukee, WI",,0.87511251,5.0,9.0,2.0,4.0,0.5556,0.5,0.0,0.0,,,110.159,114.444,0.946642,32.1765,-2.92095,-1.78122,-1.13973,-2.93299,13.4944,-1.40867,-1.52433,1.0,1.2222,2.2222,0.3889,0.2778,0.3333,3.7778,Stretch 4,10.0327,2003-10-15
Noah Ross,UNC Wilmington,CAA,17,70.3,107.6,17.4,47.3,47.75,4.0,14.3,12.2,9.4,14,28,0.5,48,103,0.466,15,46,0.326,1.8,2.0,18.8,Sr,6-7,5,0.797777,101.634,3.7,2026,76392,"Apex, NC",,2.26662445,22.0,40.0,26.0,63.0,0.55,0.4127,2.0,2.0,1.0,,99.2037,104.428,3.02508,90.121,0.521194,-0.995507,1.5167,-0.0949226,27.9,-1.26931,1.17439,1.0526,3.7895,4.8421,1.7895,0.8421,0.3684,9.5789,Wing G,5.77985,2003-10-15
Nolan Hodge,UNC Wilmington,CAA,17,81.3,125.9,20.2,53.1,59.29,5.7,10.0,9.1,10.2,66,78,0.846,33,71,0.465,41,107,0.383,2.2,1.1,43.8,Sr,6-7,4,3.39762,123.563,2.1,2026,76393,"Greensboro, NC",,1.40005701,13.0,23.0,20.0,48.0,0.5652,0.4167,1.0,1.0,1.0,,103.164,108.596,3.03028,88.1413,3.01608,3.04277,-0.0266871,4.61842,31.6579,4.81984,-0.201418,1.6316,3.0,4.6316,1.4737,0.6842,0.5789,15.4211,Wing F,11.6254,2003-10-15
Richie Saunders,BYU,B12,18,79.4,131.3,23.4,60.9,65.09,5.6,12.5,11.8,12.1,73,88,0.83,63,101,0.624,49,123,0.398,0.9,3.6,39.3,Sr,6-5,15,5.3119,141.649,2.6,2026,76396,"Riverton, UT",,1.31034698,56.0,81.0,7.0,20.0,0.6914,0.35,5.0,7.0,0.7143,,96.8308,93.3777,4.63704,117.807,9.42297,7.24569,2.17728,10.9652,31.7611,7.86193,3.10332,1.5556,3.8889,5.4444,2.1111,2.0556,0.2778,19.2222,Wing G,11.9906,2001-09-19
Zach Davis,Memphis,Amer,17,50.2,94.2,21.8,45.4,50.58,6.7,14.2,10.3,24.7,30,39,0.769,27,57,0.474,15,52,0.288,1.1,3.1,35.8,Sr,6-7,2,0.366839,98.7147,3.1,2026,76397,"Orangeburg, SC",45.0,0.57572633,22.0,41.0,5.0,16.0,0.5366,0.3125,1.0,5.0,0.2,,101.486,98.0481,2.60719,66.8693,0.379498,-1.91906,2.29856,0.345342,20.2353,-0.832631,1.17797,1.2353,2.6471,3.8824,1.1176,1.1176,0.1765,7.5882,Wing G,8.48411,2003-10-15
Daniel Hankins-Sanford,Massachusetts,MAC,19,67.7,100.4,22.2,46.4,49.34,8.3,22.2,9.0,14.2,49,82,0.598,76,151,0.503,6,32,0.188,3.5,1.1,44.8,Sr,6-8,1,0.65795,100.451,4.3,2026,76399,"Charlotte, NC",64.0,0.93333332,53.0,83.0,23.0,68.0,0.6386,0.3382,11.0,11.0,1.0,,103.36,104.938,2.86842,101.261,-0.955038,-2.35331,1.39827,-2.05195,26.86,-1.57946,-0.472481,2.05,5.05,7.1,1.4,0.55,0.8,11.5,PF/C,3.35355,2003-10-15
Trey Utter,SMU,ACC,2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Sr,6-0,31,-0.566046,-5.41219,0.0,2026,76406,"Argyle, TX",,0.0,,,,,,,,,,,117.533,121.313,0.0809521,0.303761,-1.29044,-0.461461,-0.828976,-6.71108,1.65,-4.19201,-2.51907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PF/C,0.0,2003-10-15
TJ Wainwright,Pacific,WCC,19,77.4,111.0,18.9,52.1,56.63,1.5,11.3,6.9,16.7,41,44,0.932,32,80,0.4,45,111,0.405,0.0,0.9,23.0,Sr,6-3,10,1.78534,110.079,2.4,2026,76409,"Los Angeles, CA",,0.7500328,13.0,32.0,19.0,48.0,0.4063,0.3958,0.0,0.0,,,109.828,110.685,2.65932,85.9999,-1.05046,0.366354,-1.41682,-0.265995,30.8095,1.02938,-1.29537,0.381,3.0476,3.4286,1.1429,0.5238,0.0,13.2857,Wing G,11.2725,2003-10-15
Jayden Brewer,Western Michigan,MAC,17,61.3,102.1,25.3,47.8,52.95,4.3,25.9,9.1,15.6,56,79,0.709,66,136,0.485,6,21,0.286,5.2,2.1,50.3,Sr,6-6,12,1.24752,108.105,2.4,2026,76410,"Indianapolis, IN",,0.69697146,59.0,109.0,7.0,27.0,0.5413,0.2593,7.0,8.0,0.875,,107.67,107.281,2.39842,95.9903,-0.719905,-2.25774,1.53784,1.11427,24.5895,1.28612,-0.171845,1.1579,5.9474,7.1053,1.2105,0.9474,1.1053,12.8947,Wing F,2.85997,2003-10-15
Bryce Baker,Charleston,CAA,8,14.7,70.6,12.1,26.1,27.14,5.4,6.8,4.9,13.3,1,2,0.5,3,4,0.75,2,19,0.105,0.0,1.6,8.7,Sr,6-5,55,-1.51344,60.964,2.6,2026,76411,"Mooresville, NC",,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,,114.176,115.567,0.926344,15.1632,-5.43578,-3.64706,-1.78872,-8.5319,13.425,-6.16064,-2.37126,0.625,0.875,1.5,0.375,0.375,0.0,1.625,Stretch 4,10.2521,2003-10-15
Mason Nicholson,Vanderbilt,SEC,5,2.9,63.1,6.1,50.0,50.0,0.0,25.2,0.0,40.9,0,0,0.0,1,2,0.5,0,0,0.0,5.2,2.5,0.0,Sr,6-10,50,-0.648043,50.8135,7.3,2026,76415,"Gary, IN",,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,97.0657,92.6591,0.65039,5.20881,-1.99241,-5.6633,3.67089,-2.59009,4.38,-5.30936,2.71928,0.0,1.0,1.0,0.0,0.2,0.2,0.4,C,0.0,2002-10-15
Isaiah Gaines,Southeastern Louisiana,Slnd,18,72.2,112.2,19.9,57.8,59.26,9.0,15.7,12.3,14.9,51,84,0.607,74,121,0.612,0,7,0.0,4.3,1.7,65.6,Sr,6-8,23,1.85542,111.961,4.1,2026,76417,"Pensacola, FL",,0.96553763,59.0,90.0,15.0,31.0,0.6556,0.4839,11.0,13.0,0.8462,,106.369,108.202,2.73163,90.7414,2.49311,0.0325916,2.46052,0.897147,28.7158,0.673662,0.223485,2.4211,3.5789,6.0,1.4737,0.7895,1.0,10.9474,C,0.798644,2002-10-15
Allen Mukeba,Arizona St.,B12,18,42.2,110.4,18.9,56.7,57.47,8.8,15.7,9.4,16.5,22,38,0.579,45,79,0.57,1,3,0.333,6.2,2.6,46.3,Sr,6-8,23,1.18685,113.697,6.1,2026,76420,"Charleroi, Belgium",,0.88235915,34.0,54.0,11.0,25.0,0.6296,0.44,7.0,9.0,0.7778,,108.591,103.6,1.86726,63.6178,4.13517,0.861775,3.2734,1.97734,16.8944,0.267367,1.70997,1.2778,2.2778,3.5556,0.8333,0.7778,0.8889,6.3889,PF/C,0.548311,2001-09-17
Dre Bullock,Hawaii,BW,15,65.3,106.6,23.5,48.9,53.23,5.2,17.0,15.1,15.8,41,57,0.719,47,85,0.553,15,57,0.263,1.8,3.9,40.1,Sr,6-6,4,1.34744,108.307,2.4,2026,76422,"Franklinton, NC",,1.21425538,43.0,72.0,4.0,13.0,0.5972,0.3077,13.0,17.0,0.7647,,87.0339,88.8751,4.22478,93.5572,5.08131,0.311924,4.76938,5.56747,25.5588,1.38325,4.18423,1.1176,4.2353,5.3529,2.0,1.7059,0.4706,11.9412,Wing G,8.14561,2001-10-15
Kelechi Okworogwo,North Carolina Central,MEAC,15,51.0,91.0,16.5,41.3,45.7,6.1,18.6,3.0,14.0,20,31,0.645,28,62,0.452,2,13,0.154,6.2,1.5,41.3,Sr,6-6,21,-0.531425,85.9372,3.9,2026,76425,"Bronx, NY",,0.37501485,20.0,40.0,8.0,22.0,0.5,0.3636,13.0,14.0,0.9286,,117.227,118.193,1.22051,56.0451,-5.84751,-5.35699,-0.49052,-6.23216,19.5,-3.89483,-2.33733,1.2105,3.3158,4.5263,0.3158,0.6842,1.1579,5.7895,PF/C,2.49588,2003-10-15
Kobe MaGee,Florida St.,ACC,19,58.8,115.8,19.2,51.9,55.43,5.1,10.2,9.4,11.2,36,47,0.766,21,37,0.568,41,122,0.336,0.3,2.8,29.6,Sr,6-6,5,2.07494,118.88,2.5,2026,76426,"Allentown, PA",,1.27770745,18.0,29.0,3.0,8.0,0.6207,0.375,0.0,0.0,,,109.25,106.856,2.33342,80.0928,2.93043,3.44406,-0.513625,3.70362,23.5158,3.67658,0.0270396,1.2105,2.1053,3.3158,1.2105,1.2105,0.0526,10.5789,Wing G,14.5849,2003-10-15
Dillon Mitchell,St. John's,BE,19,61.0,127.5,17.2,59.3,59.67,10.7,19.4,17.2,11.7,32,55,0.582,70,112,0.625,0,6,0.0,3.1,2.9,46.6,Sr,6-8,1,2.88685,127.57,2.4,2026,76429,"Tampa, FL",99.2,2.64714443,64.0,94.0,6.0,18.0,0.6809,0.3333,26.0,26.0,1.0,,96.0159,91.4168,3.72595,105.206,9.86585,4.69794,5.16791,9.14781,24.3842,5.42028,3.72752,2.3684,4.3158,6.6842,2.3684,1.2632,0.7368,9.0526,C,0.710629,2003-10-03
Isaac Gard,Wisconsin,B10,10,1.5,121.8,30.0,60.0,67.23,0.0,32.0,18.7,17.6,2,2,1.0,0,1,0.0,2,4,0.5,0.0,0.0,40.0,Sr,6-3,15,0.150502,133.987,0.0,2026,76430,"Oregon, WI",,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,105.72,107.041,0.105487,1.97811,2.72749,4.30482,-1.57732,6.63067,1.07,7.50315,-0.872479,0.0,0.3,0.3,0.1,0.0,0.0,0.8,Wing G,20.7624,2003-10-15
Ross Candelino,Lipscomb,ASun,14,46.4,119.8,18.5,58.3,58.57,7.0,16.5,12.3,8.5,14,24,0.583,18,34,0.529,28,69,0.406,0.3,1.6,23.3,Sr,6-5,30,1.69084,115.074,1.6,2026,76431,"Jacksonville, FL",,2.58333333,16.0,26.0,2.0,8.0,0.6154,0.25,0.0,0.0,,,108.038,107.523,2.18402,56.738,2.42273,2.96906,-0.54633,3.70659,22.3937,4.49116,-0.784568,1.5625,3.625,5.1875,1.9375,0.8125,0.125,9.8125,Wing G,12.0882,2003-10-15
LeJuan Watts,Texas Tech,B12,18,68.3,112.6,24.4,51.2,57.24,7.3,17.6,16.3,19.3,64,79,0.81,66,130,0.508,15,43,0.349,0.8,1.4,45.7,Jr,6-6,3,2.93419,122.762,3.4,2026,76432,"Fresno, CA",,1.16279461,33.0,59.0,33.0,71.0,0.5593,0.4648,1.0,2.0,0.5,,104.854,96.4378,3.90568,92.8936,4.16144,1.9507,2.21074,3.80122,28.85,2.32264,1.47859,1.8889,4.6111,6.5,2.7778,0.7222,0.2222,13.3889,Wing F,4.72574,2003-10-10
Lamar Washington,Georgia Tech,ACC,17,67.8,104.7,23.6,47.1,53.0,2.4,14.7,37.0,22.2,55,73,0.753,50,112,0.446,15,42,0.357,1.1,2.9,47.4,Sr,6-4,1,2.01796,112.519,3.4,2026,76436,"Portland, OR",81.4,2.12239796,32.0,64.0,18.0,48.0,0.5,0.375,0.0,1.0,0.0,,99.1582,98.9266,3.86565,109.045,2.81103,1.32262,1.48842,2.57386,30.5,1.05158,1.52228,0.6471,4.4706,5.1176,6.1176,1.5882,0.2941,11.7647,Pure PG,4.49083,2003-08-06
Frank Mitchell,St. Bonaventure,A10,18,85.4,114.0,27.3,54.2,55.92,15.8,21.0,15.9,16.4,44,66,0.667,137,251,0.546,0,2,0.0,2.3,2.6,26.1,Sr,6-8,0,3.47625,122.786,3.2,2026,76448,"Toronto, Canada",,1.104184,107.0,181.0,30.0,70.0,0.5912,0.4286,18.0,19.0,0.9474,,106.562,107.247,3.34243,118.846,3.03573,2.51856,0.517168,2.79832,33.6158,3.92981,-1.1315,4.6842,5.7368,10.4211,2.7895,1.4737,0.6842,17.2632,C,0.191169,2002-10-15
Reis Jones,Charleston Southern,BSth,17,45.6,111.8,19.5,61.0,61.79,10.1,20.5,10.1,20.3,26,42,0.619,50,82,0.61,0,0,0.0,9.7,1.0,51.2,Sr,6-10,23,0.898143,107.648,8.0,2026,76451,"Oxon Hill, MD",,0.8,47.0,76.0,3.0,6.0,0.6184,0.5,25.0,33.0,0.7576,,98.781,102.135,2.10778,77.8633,2.90212,-2.3266,5.22872,1.21411,17.835,-1.64124,2.85536,1.9,3.65,5.55,1.0,0.3,1.9,7.05,C,0.0,2003-10-15
Isaiah Barganier,Texas St.,SB,3,0.5,0.0,28.1,0.0,0.0,0.0,35.7,0.0,61.3,0,0,0.0,0,1,0.0,0,0,0.0,0.0,17.2,0.0,Sr,6-7,23,-0.383803,-4.14183,11.8,2026,76455,"Fulshear, TX",,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,66.4037,68.588,0.262953,1.64826,-16.812,-25.6191,8.80711,-20.862,3.02,-29.1287,8.26677,0.2,0.8,1.0,0.0,0.4,0.0,1.4,Combo G,0.0,2003-10-15
Brandon Walker,Mississippi St.,SEC,16,20.0,104.5,26.6,50.9,49.46,12.0,14.3,13.3,11.4,12,29,0.414,25,46,0.543,3,12,0.25,2.1,1.1,50.0,Sr,6-8,4,0.634614,113.797,6.0,2026,76457,"Dallas, TX",,1.25,22.0,29.0,3.0,17.0,0.7586,0.1765,0.0,0.0,,,107.924,102.624,1.024,25.6187,0.773595,0.809908,-0.0363127,-0.427094,9.2,0.0107905,-0.437884,1.0625,1.3125,2.375,0.625,0.1875,0.1875,4.4375,PF/C,4.56631,2004-07-17
Wilguens Jr. Exacte,Drake,MVC,12,41.3,94.8,23.8,41.2,45.2,5.9,17.1,17.4,14.7,21,31,0.677,28,59,0.475,8,38,0.211,2.5,1.0,32.0,Jr,6-6,7,0.418956,98.5831,3.2,2026,76458,"Montreal, Canada",,1.17389979,22.0,39.0,6.0,20.0,0.5641,0.3,2.0,2.0,1.0,,108.008,109.108,2.15097,49.9681,-2.88567,-2.40699,-0.478681,-2.51316,23.2929,-1.4701,-1.04305,1.4286,3.8571,5.2857,1.9286,0.4286,0.4286,8.6429,Stretch 4,7.85381,2003-07-07
Ryan Zan,Fairfield,MAAC,13,14.3,70.8,8.9,26.5,30.64,3.8,15.3,0.0,18.3,2,2,1.0,3,11,0.273,1,6,0.167,0.0,0.5,11.8,Jr,6-7,7,-1.04142,57.7558,4.8,2026,76460,"Princeton, NJ",,0.0,2.0,5.0,1.0,6.0,0.4,0.1667,1.0,1.0,1.0,,113.398,120.066,0.449057,15.7065,-11.7166,-6.47437,-5.24224,-11.0875,9.1,-7.42271,-3.66475,0.3571,1.2143,1.5714,0.0,0.2143,0.0,1.2857,Wing F,3.24384,2003-10-15
Nick Ellington,George Mason,A10,16,26.9,109.7,21.1,49.2,52.2,13.9,11.3,4.1,11.7,15,23,0.652,29,59,0.492,0,0,0.0,7.7,1.6,39.0,Sr,6-7,23,0.663985,109.241,3.9,2026,76465,"Saint Louis, MO",,0.44446545,26.0,45.0,3.0,14.0,0.5778,0.2143,4.0,6.0,0.6667,,100.18,100.539,1.46817,37.1478,0.781233,-1.78709,2.56833,0.411441,12.0706,-0.343264,0.754705,1.2353,1.3529,2.5882,0.2353,0.2941,0.7059,4.4118,PF/C,0.0,2001-10-15
Marvin McGhee III,UT Rio Grande Valley,Slnd,17,71.7,113.0,15.9,55.2,57.96,3.2,17.0,6.7,11.5,20,23,0.87,20,45,0.444,36,89,0.404,0.0,1.7,17.2,Sr,6-4,10,1.44847,108.014,2.7,2026,76466,"Atlanta, GA",,1.33324893,13.0,29.0,7.0,16.0,0.4483,0.4375,0.0,0.0,,,106.572,106.904,2.83957,87.2105,0.916045,0.740029,0.176016,0.585865,27.1263,1.06888,-0.483019,0.7368,4.1579,4.8947,1.0526,0.7368,0.0,10.1579,Wing G,10.81,2002-10-15
Apostolos Roumoglou,Richmond,A10,18,43.7,106.2,11.3,45.0,45.47,4.4,18.0,12.6,12.7,1,1,1.0,12,17,0.706,10,43,0.233,3.5,2.0,1.7,Sr,6-8,33,-0.053754,92.5664,1.6,2026,76468,"Xanthi, Greece",,2.9997627,9.0,12.0,3.0,5.0,0.75,0.6,1.0,1.0,1.0,,102.212,103.46,1.94218,64.3611,2.07331,-0.801643,2.87496,1.22054,17.3368,0.128073,1.09246,0.6842,2.8421,3.5263,1.2632,0.6316,0.4737,3.0526,PF/C,7.71526,2003-05-15
Louie Jordan,Radford,BSth,14,21.1,92.8,16.0,46.6,48.12,1.5,8.0,1.3,14.3,5,8,0.625,1,4,0.25,13,40,0.325,0.8,1.1,18.2,Sr,6-9,6,-0.267014,85.9341,7.5,2026,76470,"Leicester, United Kingdom",,0.71418161,1.0,3.0,0.0,1.0,0.3333,0.0,0.0,0.0,,,115.86,118.723,0.594159,20.8539,-7.93733,-3.03528,-4.90205,-6.78616,10.6706,-3.80321,-2.98296,0.2941,0.8235,1.1176,0.2941,0.2353,0.1176,3.8824,Wing F,15.2031,2003-10-15
Joseph Pinion,South Florida,Amer,17,72.3,121.8,18.6,56.8,58.63,4.3,8.0,9.2,11.4,25,32,0.781,24,53,0.453,59,145,0.407,1.2,3.1,16.2,Sr,6-5,5,2.63159,119.681,3.6,2026,76471,"Morrilton, AR",80.0,1.35001355,19.0,41.0,5.0,12.0,0.4634,0.4167,4.0,5.0,0.8,,107.074,104.566,3.09883,92.6101,4.87325,4.17064,0.702609,5.40872,29.3833,4.44982,0.958906,1.2778,2.2222,3.5,1.5,1.8333,0.3333,14.2222,Combo G,15.3073,2003-10-15
Alex Karaban,Connecticut,BE,19,83.2,129.8,17.0,57.7,60.41,6.0,12.1,10.5,7.7,33,39,0.846,57,107,0.533,37,88,0.42,3.1,1.5,20.0,Sr,6-8,11,4.25368,130.268,2.8,2026,76473,"Southborough, MA",81.2,2.71444077,48.0,80.0,9.0,27.0,0.6,0.3333,9.0,9.0,1.0,,96.3623,92.8018,4.92778,106.459,9.19855,5.02582,4.17273,8.01656,33.5158,5.04672,2.96984,1.6316,3.6316,5.2632,2.0,0.8421,0.9474,13.5789,Wing F,8.19128,2002-11-11
Cade Bennett,Saint Mary's,WCC,7,3.4,146.0,11.8,75.0,80.81,0.0,21.6,13.6,19.9,2,2,1.0,0,0,0.0,2,4,0.5,0.0,0.0,50.0,Jr,6-0,22,0.529622,135.186,4.7,2026,76475,"Moraga, CA",,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,101.21,101.361,0.432623,4.29292,3.25716,2.90649,0.350671,3.25005,4.6625,1.37698,1.87307,0.0,1.0,1.0,0.5,0.0,0.0,1.0,Combo G,9.33279,2003-10-15
Rashad King,LSU,SEC,19,41.6,104.8,16.8,48.3,52.08,2.7,9.4,9.9,17.1,17,21,0.81,21,39,0.538,14,48,0.292,2.8,2.2,24.1,Sr,6-6,4,0.538757,102.775,4.3,2026,76482,"Evans, GA",,1.18750739,11.0,21.0,10.0,18.0,0.5238,0.5556,1.0,1.0,1.0,,105.591,102.58,1.89962,55.6425,2.30883,0.503633,1.8052,1.41239,16.7632,-0.0328734,1.44526,0.3684,1.5263,1.8947,1.0,0.6316,0.4211,5.3158,Wing G,8.62596,2003-03-31
Chase Cormier,Iona,MAAC,20,22.8,124.5,10.6,55.3,57.53,1.8,8.6,6.5,2.9,5,6,0.833,3,9,0.333,12,29,0.414,0.0,1.8,15.8,Jr,6-2,3,0.424203,106.833,4.3,2026,76483,"Atlanta, GA",53.6,6.99999978,2.0,6.0,1.0,3.0,0.3333,0.3333,1.0,1.0,1.0,,107.758,111.618,0.755567,29.3278,-1.30598,-0.424983,-0.880999,-2.40251,9.25,-2.18516,-0.217343,0.15,0.75,0.9,0.35,0.3,0.0,2.35,Combo G,8.89174,2003-10-15
Brendan Hausen,Iowa,B10,14,18.6,123.0,18.4,53.1,58.09,0.0,11.1,5.1,4.8,11,11,1.0,2,6,0.333,16,43,0.372,0.0,1.3,22.4,Sr,6-4,15,1.02619,122.712,4.0,2026,76484,"Amarillo, TX",77.8,1.99930009,0.0,0.0,2.0,6.0,,0.3333,0.0,0.0,,,101.313,101.368,1.19539,20.6678,1.4962,2.42929,-0.933089,0.679998,10.1071,1.54969,-0.869691,0.0,0.8571,0.8571,0.2857,0.2143,0.0,4.5,Combo G,18.8685,2004-07-06
Dug McDaniel,Memphis,Amer,17,85.6,104.3,23.0,46.9,51.45,2.4,10.2,28.1,21.3,43,49,0.878,51,127,0.402,31,81,0.383,0.4,3.7,23.6,Sr,5-11,1,2.06004,110.798,2.0,2026,76485,"Washington, DC",84.0,1.66666667,29.0,60.0,22.0,67.0,0.4833,0.3284,0.0,0.0,,,102.698,99.2194,4.30297,108.263,3.1478,0.876547,2.27125,3.91116,34.4765,1.69332,2.21784,0.7647,3.2353,4.0,5.0,2.2353,0.1176,14.0,Scoring PG,7.75029,2003-01-08
Harold Woods,Incarnate Word,Slnd,16,78.6,100.2,15.1,51.0,51.84,6.2,18.4,8.2,19.8,18,33,0.545,43,81,0.531,6,21,0.286,1.6,2.5,32.4,Jr,6-5,10,-0.0956743,92.5747,2.3,2026,76488,"Hammond, IN",,0.93337138,39.0,67.0,4.0,14.0,0.5821,0.2857,1.0,1.0,1.0,,108.592,108.381,2.95247,91.487,-0.0301479,-2.15346,2.12331,-0.88817,30.4632,-1.32727,0.439102,2.1053,4.8947,7.0,1.4737,1.2632,0.4211,8.4211,Wing G,2.51409,2003-10-15
Justin Thomas,Bowling Green,MAC,14,59.1,95.5,12.4,43.8,48.28,1.2,12.5,16.6,24.9,17,26,0.654,14,36,0.389,7,20,0.35,2.0,2.1,46.4,Sr,6-7,25,-0.799595,84.9824,2.3,2026,76491,"Baton Rouge, LA",,2.39138147,12.0,29.0,2.0,7.0,0.4138,0.2857,0.0,1.0,0.0,,103.75,104.379,2.93351,65.9155,-0.842047,-2.63958,1.79754,-0.77783,25.8471,-1.91448,1.13665,0.3529,2.8235,3.1765,3.2353,1.2941,0.4706,5.8824,Combo G,2.93883,2002-10-15
Troy Hupstead,Texas Southern,SWAC,14,67.9,107.7,25.0,51.3,54.67,10.3,24.2,8.4,12.9,48,73,0.658,61,113,0.54,11,38,0.289,2.4,1.1,48.3,Sr,6-7,2,2.02173,113.48,3.7,2026,76493,"Mount Vernon, NY",,0.51724138,51.0,77.0,10.0,36.0,0.6623,0.2778,1.0,1.0,1.0,,117.023,118.997,1.66046,75.3133,-1.06175,0.709266,-1.77102,-0.63893,28.875,2.38718,-3.02611,2.9375,6.25,9.1875,0.9375,0.625,0.625,15.1875,Stretch 4,5.12012,2002-10-15
Jackson Francois,Arizona,B12,6,1.2,127.2,16.6,100.0,100.0,27.5,22.8,0.0,37.0,0,0,0.0,2,2,1.0,0,0,0.0,0.0,0.0,0.0,Sr,6-5,7,0.115675,116.181,18.2,2026,76494,"Las Vegas, NV",,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,95.4672,97.2137,0.194607,1.75574,-0.883909,3.25554,-4.13945,-2.64513,1.4667,-4.27362,1.62849,0.3333,0.3333,0.6667,0.0,0.0,0.0,0.6667,PF/C,0.0,2003-10-15
Aidan Shaw,Boston College,ACC,18,65.7,101.6,11.1,45.4,47.89,8.8,19.2,6.0,17.8,16,28,0.571,28,55,0.509,1,10,0.1,6.0,1.1,43.1,Sr,6-9,23,-0.312623,90.0217,4.0,2026,76495,"Overland Park, KS",88.6,0.93745079,26.0,42.0,2.0,13.0,0.619,0.1538,23.0,26.0,0.8846,,97.0574,96.4125,3.55801,98.8461,2.41477,-3.2592,5.67397,0.155036,26.9944,-2.75785,2.91289,2.2222,4.7222,6.9444,0.8333,0.5,1.5,4.1667,C,1.23734,2003-10-15
Andrew Ball,Monmouth,CAA,18,51.6,110.0,18.6,56.6,57.76,5.5,14.7,5.9,13.8,19,30,0.633,49,79,0.62,10,34,0.294,4.2,1.9,26.5,Sr,6-8,4,1.00388,107.464,2.0,2026,76496,"Marlton, NJ",,0.61104074,37.0,49.0,12.0,30.0,0.7551,0.4,10.0,10.0,1.0,,103.256,105.285,2.16127,69.6234,-0.54922,-1.32519,0.775972,0.712053,20.7316,0.687045,0.0250073,1.0526,3.0,4.0526,0.5789,0.6316,0.7368,8.2105,Wing F,5.44137,2003-10-15
TJ Johnson,VMI,SC,16,86.8,111.9,26.0,50.0,56.59,6.0,15.5,9.8,13.0,79,93,0.849,32,60,0.533,52,160,0.325,0.4,2.6,42.3,Jr,6-7,44,2.68713,115.748,2.4,2026,76498,"Belton, TX",,0.81246483,20.0,31.0,12.0,29.0,0.6452,0.4138,2.0,3.0,0.6667,,116.81,118.053,2.09692,98.493,-0.262234,2.68327,-2.9455,1.66323,33.35,4.34626,-2.68303,2.2222,4.8333,7.0556,1.4444,1.5556,0.1667,18.8889,Wing F,16.8938,2003-10-15
