rk,team,conf,rec,adjoe,oe_rank,adjde,de_rank,barthag,rank1,proj_w,proj_l,pro_con_w,pro_con_l,con_rec,sos,ncsos,consos,proj_sos,proj_noncon_sos,proj_con_sos,elite_sos,elite_noncon_sos,opp_oe,opp_de,opp_proj_oe,opp_proj_de,con_adj_oe,con_adj_de,qual_o,qual_d,qual_barthag,qual_games,fun,conpf,conpa,conposs,conoe,conde,consosremain,conf_winpct,wab,wab_rk,fun_rk,adjt,team_key
95,Oregon,B10,10-17,113.03366536671956,110,105.38436550527972,92,0.6912183107712708,95,11.053097432159412,19.94690256784059,4.053097432159412,15.946902567840588,3-13,0.7178511939000316,0.5595126043770867,0.8267089741970566,0.7369180988790431,0.5595126043770867,0.8344911208551196,0.6486825014242462,0.8094758253325417,116.28607926482464,104.16574194127853,117.18080873174664,103.9037733422374,110.1280525647196,105.43026305422008,114.23609195023552,109.5477876639425,0.6182020502412165,14.0,-0.0602246140035239,1045.0,1201.0,1034.725,1.0099301746840947,1.1606948706177969,0.865619707487371,0.1875,-5.914438422228104,138,310,65.58723888324698,oregon
96,Utah,B12,10-17,115.82053895515554,79,108.17794321358608,146,0.6867655138176287,96,11.247684323221767,19.752315676778235,3.2476843232217667,14.752315676778233,2-12,0.6905992598775749,0.5302368669582624,0.8395071961597939,0.7068596234084531,0.5302368669582624,0.8344205030669243,0.6778694652474699,0.8367199254826312,115.23705107852768,105.0071565964375,115.851601961959,104.8542316817406,114.7199734108748,106.55824100548315,114.94249139970412,103.57160513993844,0.7681581638240506,10.0,-0.0839170969461386,987.0,1097.0,937.9125,1.0523369717324378,1.1696187011048471,0.8166170772418804,0.1428571428571428,-6.595742373171528,160,341,66.90555998806516,utah
97,Hofstra,CAA,19-10,114.73476273359944,91,107.21464676371065,125,0.6855911209791452,97,20.69678211986114,10.303217880138858,11.696782119861142,6.303217880138857,10-6,0.4326533646394649,0.4586683706042531,0.4115161722930743,0.4269625138979296,0.4586683706042531,0.4040638396100293,0.8861471633879218,0.8485846688480305,108.12719667590436,109.49186093067205,107.82495500807268,109.50759178851396,114.6467115596268,106.32948276799095,119.75437194744178,105.09057012364596,0.8178922749131607,2.0,-0.0353214708502997,1198.0,1081.0,1040.5375,1.1513280395949208,1.0388861525894069,0.344445178145669,0.625,-5.133896460186755,119,261,64.97983566520597,hofstra
98,South Carolina,SEC,12-15,113.28022454164903,107,105.99907543987716,103,0.6822201943876507,98,13.026539141204925,17.973460858795075,4.026539141204923,13.973460858795075,3-11,0.6248771017741928,0.3717689482530827,0.8599061014723665,0.6549769173387692,0.3717689482530827,0.8595160061228763,0.679298517798059,0.881918637634796,115.35880800087178,107.8297096621656,115.9497818083636,107.05906787550684,112.41714624468388,105.51002725559094,109.8485552772711,103.44478548299068,0.6661322965749015,11.0,-0.0500588324836544,1017.0,1176.0,975.6125,1.0424220681879333,1.2053966098220348,0.8581506723996605,0.2142857142857142,-5.018963205359662,116,292,66.4625539860731,south carolina
99,DePaul,BE,14-13,108.81484211506005,184,101.8537490548302,45,0.6814107412445075,99,15.483903866403129,15.516096133596871,7.483903866403128,12.516096133596871,6-10,0.6166014254358939,0.3528671726442343,0.7979187242301599,0.6378515467114537,0.3528671726442343,0.7945929524484246,0.7368500364785481,0.9099621321851856,112.68211425494538,107.27202391682656,113.30934179142751,106.9730383591114,108.9202821317042,99.79049669437848,106.70549484643914,98.93484631133067,0.7046474972085739,8.0,0.0014136592999999,1079.0,1138.0,1061.5875,1.0164023219941831,1.0719794647167566,0.7812898653214836,0.375,-4.193374997687853,99,180,66.15137280224718,depaul
100,Wyoming,MWC,15-12,115.51789981992468,83,108.25403550686336,149,0.6784953816823565,100,17.384197150320016,13.615802849679982,8.384197150320018,11.615802849679982,6-10,0.5713463433721314,0.3839179774210128,0.7002033449635254,0.565413820137158,0.3839179774210128,0.665236533631038,0.7842096277599365,0.8738581438811391,112.42411338579956,107.4621547517551,112.20957108539172,107.8390506622678,113.503862870924,109.20585248575136,116.45779031236464,111.36668241117115,0.6257572673136659,8.0,-0.0120195768563523,1131.0,1188.0,1044.9625,1.0823354905080325,1.136882902496501,0.5253692883010879,0.375,-4.375002664125793,104,208,66.23841923218988,wyoming
101,Pacific,WCC,17-13,111.94870270758534,129,104.95616949530104,86,0.6773732001234152,101,17.7355241028145,13.264475897185498,8.735524102814502,9.264475897185498,8-9,0.5068793585549328,0.4106633475750916,0.5804563081277527,0.5068018737618042,0.4106633475750916,0.5762352537855411,0.8144489210805903,0.8384243279771171,110.99431413719772,108.11769213947385,111.02814872857132,108.24471190274195,111.79780391700383,103.8705414337608,108.77875433494422,103.92053993071303,0.6284163597396094,7.0,-0.0431426231000701,1217.0,1188.0,1117.5,1.0890380313199106,1.0630872483221476,0.5044773299679429,0.4705882352941176,-5.656954628520476,128,273,64.41780658058595,pacific
102,Davidson,A10,16-11,112.5860257758504,116,105.65597465829497,97,0.6749340844703289,102,18.47769723659784,12.522302763402156,9.477697236597844,8.522302763402156,7-7,0.5133342806638698,0.4440356695158686,0.5776829910155853,0.5170285597534232,0.4440356695158687,0.5697456471472129,0.8321096601710345,0.8332127648493639,110.70805936717947,107.92832958164644,110.53414496465466,107.8996204553173,112.05577333683112,105.32312322333236,108.31196936979038,108.80034092958635,0.4870688354568954,4.0,-0.0273944804330009,970.0,961.0,891.875,1.0875963559915909,1.0775052557813596,0.5419649436079094,0.5,-4.835652658649008,112,241,63.354478570542895,davidson
103,Memphis,Amer,12-14,108.00049268434464,205,101.37944777840976,39,0.6742678757226555,103,15.138989555375268,15.861010444624732,10.138989555375268,7.861010444624733,7-6,0.622377291565281,0.6897286600288841,0.555025923101678,0.6116536567575547,0.6897286600288841,0.555266154394928,0.7715634821605853,0.6795053204986448,113.2929582634906,106.7512919970983,112.70050792996926,106.83768342078164,104.68701401397811,99.92612102171564,108.86399406501052,104.94017763164857,0.6039981495006758,6.0,-0.0532271753554627,956.0,926.0,919.7374999999998,1.03942701042417,1.0068090080050016,0.5558907557573779,0.5384615384615384,-5.78369605077794,132,301,69.47395203135675,memphis
104,Kansas St.,B12,11-16,113.8218088539015,103,106.8496957159006,117,0.6741304806569058,104,12.403601294740366,18.596398705259634,3.403601294740365,14.596398705259634,2-12,0.6880793378267056,0.5147955567975413,0.8489857059252153,0.7018748342177061,0.5147955567975413,0.8369876456878252,0.6644528366237243,0.8038632826258045,115.37247367870653,105.41809122493484,115.37552297175982,104.81598259757746,110.5490916691364,105.8415459897845,110.4673612553434,106.77493015235098,0.5965149402276011,12.0,-0.0255216347718887,1017.0,1182.0,1016.525,1.000467278227294,1.162784978234672,0.7949944348569606,0.1428571428571428,-5.087305316917864,117,238,72.09247939746369,kansas st
105,Liberty,CUSA,23-4,118.48662376687432,59,111.25098619818203,209,0.6736257195819093,105,25.689847293799,5.310152706200999,17.689847293798998,2.3101527062009994,15-1,0.4106826696281369,0.3663471650606915,0.4411633290182554,0.4197861151259317,0.3663471650606915,0.4491775376618138,0.8900638248926245,0.8715552198708788,107.9846153964461,109.62462790957558,107.98916172956936,109.4976299101824,118.47682289157584,110.67369437129815,76.2433224067742,108.21968190234476,0.0175037000773581,1.0,0.1369559719947579,1254.0,1158.0,1059.275,1.1838285619881523,1.093200538103892,0.4812343722360473,0.9375,0.1186976898449175,53,6,64.11518378970553,liberty
106,Seattle,WCC,17-12,102.28116609493784,304,96.16134103873044,16,0.6702969781792979,106,18.2146464684899,12.785353531510095,7.214646468489903,10.785353531510095,6-10,0.5125208086923688,0.3781629877181596,0.6216865382339135,0.5108664366634078,0.3781629877181597,0.6067078164571978,0.8191939094132332,0.9051814403616224,112.15552552989156,108.94735296558773,111.83562009029136,108.88832729371184,99.47616728191043,93.46897984719403,112.01374404819622,100.91382562816968,0.7685387177678874,5.0,-0.0312439132408298,1046.0,1083.0,1101.2375,0.9498405203237268,0.9834390855741836,0.4868780422434728,0.375,-5.119104411088335,118,250,68.07705573753715,seattle
107,Illinois St.,MVC,18-11,109.5579863494516,165,103.0267809022713,59,0.6697042027989991,107,18.81578176571514,12.18421823428486,10.81578176571514,9.18421823428486,10-8,0.4806611573030235,0.4107237896991192,0.5234006597276317,0.4979694287491895,0.4107237896991192,0.5459545302267281,0.8601460714920145,0.8793255976330857,109.47528006988396,109.55220210631592,109.76878599059894,109.1531325792578,107.18284750197786,102.09632602672067,112.46559382287415,106.8944120851045,0.642048576279805,2.0,-0.0357880043260995,1307.0,1231.0,1225.2,1.0667646098596146,1.004733920992491,0.748939364718596,0.5555555555555556,-5.676312760086023,130,264,66.80005246049308,illinois st
108,Illinois Chicago,MVC,16-13,109.55583714493376,166,103.51359017873092,66,0.6575536894995774,108,17.331442579417804,13.668557420582196,12.331442579417804,7.668557420582195,11-7,0.4793606458571566,0.3577148309429303,0.553699754971406,0.4799318865020021,0.3577148309429303,0.5471512670594916,0.866771075899402,0.8994795655013131,109.76241981202833,109.3366848285569,109.74275125798006,109.3773832605948,110.4832068887789,100.53758446392018,137.2863016109456,120.5593851502187,0.8167003423234565,1.0,-0.0837094774337571,1305.0,1189.0,1195.1625000000004,1.0919017288444035,0.9948437973915678,0.4882148758522627,0.6111111111111112,-7.474201344771078,181,340,66.18783891564838,illinois chicago
109,Sam Houston St.,CUSA,19-8,114.47895287184734,93,108.36220632918022,152,0.6528257692814379,109,21.6134915761148,9.386508423885203,13.613491576114797,6.386508423885205,11-5,0.4455789424913407,0.4299889382630101,0.4562970703983177,0.4497793021464671,0.4299889382630101,0.4606640022823683,0.8714609478854244,0.8279518391079622,110.01027144062856,109.41262489527246,110.08014303258577,109.6498809329448,112.7938682413116,107.94609549162844,128.6340709563081,115.83679507746572,0.7694270247224511,1.0,0.0432118186399278,1255.0,1187.0,1114.6874999999998,1.1258760863470707,1.0648724418278668,0.4781317298185707,0.6875,-3.221490299246072,90,86,70.20389871012749,sam houston st
110,Florida Atlantic,Amer,15-12,110.72754434301352,150,104.96342727019474,87,0.6490343945901814,110,17.327599768480113,13.67240023151989,9.32759976848011,8.67240023151989,7-7,0.5014098983347823,0.4710050144285705,0.529643004819122,0.5077118806655777,0.4710050144285705,0.534222395170083,0.8494781968915565,0.8507510187290539,110.6014102988549,108.8840064734861,110.46495182055436,108.70705320154616,107.67508835237524,102.05381720186674,111.8132778997181,104.8474649832391,0.6769352804802764,3.0,-0.0591724079018882,1089.0,1053.0,1023.2875,1.0642170455517144,1.029036316773145,0.5502502613984462,0.5,-6.455426787730773,153,308,69.998236708307,florida atlantic
111,Hawaii,BW,19-7,106.264084598305,241,100.89760202492128,34,0.6447277609119726,111,21.835128699521647,8.164871300478355,13.835128699521643,6.164871300478357,11-5,0.3889403967407613,0.2687446108351422,0.4640627629317732,0.3892904074706962,0.2687446108351422,0.4495633057884731,0.9092917165854324,0.937561382096081,107.01847167742312,111.24479974418011,106.92764033547692,111.20027476092916,106.12970362851236,101.1462800661556,0.0,0.0,0.0,0.0,0.0099741507380056,1246.0,1159.0,1172.8624999999995,1.0623581195579197,0.988180626458771,0.3915654772152729,0.6875,-3.5922607327616096,92,151,69.69753026128777,hawaii
112,North Dakota St.,Sum,23-6,113.9119265214286,101,108.41722159271866,155,0.6384271948598536,112,24.27046353151324,6.729536468486761,14.270463531513238,1.7295364684867616,13-1,0.3405687208626805,0.3744681175274472,0.3042479387218593,0.3478117980683533,0.3744681175274473,0.3228214985754528,0.923423757387992,0.9113015409410162,107.06485463752291,112.64724321656794,107.41808797985357,112.77272226655175,115.1828451103806,108.57522204157664,0.0,0.0,0.0,0.0,0.0483521372573686,1154.0,989.0,950.025,1.2147048761874686,1.0410252361779953,0.4528364175506071,0.9285714285714286,-2.872009312717678,87,76,66.1367317932554,north dakota st
113,UC Irvine,BW,18-10,104.4740240485574,261,99.504768084392,29,0.636551655310918,113,20.689637468899235,11.310362531100768,13.689637468899235,6.310362531100766,11-5,0.4403073214198797,0.4369744477904396,0.4428069766419597,0.4453448570948727,0.4369744477904396,0.4503671026775325,0.8942822725370685,0.8936628802204535,108.27573554580474,109.55760144222327,108.59403514038824,109.81435888285336,105.5558147136136,99.24361670469035,0.0,0.0,0.0,0.0,-0.0232328557533552,1219.0,1098.0,1148.3375000000003,1.0615346098163647,0.9561648905482923,0.4806076068198234,0.6875,-5.68658469780513,131,233,68.37952133991735,uc irvine
114,Pittsburgh,ACC,10-17,111.999328305642,126,106.7775056633995,115,0.6339207935148607,114,11.143706995731511,19.856293004268487,4.143706995731512,13.856293004268489,3-11,0.6791269732738582,0.5320561871291206,0.8156927032654002,0.6938622841306218,0.5320561871291206,0.8107222430761504,0.695868543676057,0.8131040843064994,114.66242863750462,105.2991415676966,114.91123991830548,105.07181628878422,110.3251398613152,106.65249345949933,108.417088146986,106.94867496751635,0.5391252753324418,14.0,-0.0548441615604544,929.0,1053.0,908.8375,1.0221849340503666,1.158622966151815,0.793325632413776,0.2142857142857142,-6.926170483322263,167,302,63.878358570348254,pittsburgh
115,Duquesne,A10,16-11,112.15093546419892,123,106.98265271226882,120,0.6324071350581603,115,17.85657411377003,13.143425886229974,9.856574113770026,8.143425886229974,8-6,0.4804827209393039,0.3450112208581282,0.6062776853003957,0.5027640384812654,0.3450112208581281,0.6166966289868645,0.8295196833222052,0.8697223308179487,110.49720575598946,109.7442163207225,110.90901664892756,109.14889798569988,111.93542154692489,105.7790812361925,110.29930512477912,106.86388735300068,0.5899791895742476,4.0,-0.0224691449022022,1066.0,1058.0,979.3375,1.0884909441331514,1.0803221565599197,0.6531629318895051,0.5714285714285714,-5.320466037288863,123,229,69.77444623270758,duquesne
116,Saint Joseph's,A10,17-10,107.35918082915884,220,102.46467285121368,49,0.6310240542776512,116,19.226290199881515,11.773709800118487,11.226290199881513,6.773709800118488,9-5,0.4616946958845165,0.3541878248496913,0.5615225047025686,0.4744562377992571,0.3541878248496913,0.5613167582628324,0.8498824884378419,0.8828157849742575,109.08425755902624,109.6080085498368,109.03199203964448,109.13888178849172,109.06183672124898,99.82048028894616,108.26813773605268,109.65282675510753,0.4635283936584533,4.0,0.0018175525965664,1010.0,985.0,950.5124999999998,1.0625846582764564,1.0362830578240687,0.5605966457237558,0.6428571428571429,-4.606301951696409,109,179,67.70025095434806,saint josephs
117,Wright St.,Horz,18-10,114.11982789148502,98,109.14556465057382,167,0.6253959976507395,117,19.994820093222813,11.005179906777188,14.994820093222812,5.005179906777189,13-4,0.3981173265095248,0.4301202072823576,0.3774095801271035,0.4008251756040271,0.4301202072823576,0.3847129081809453,0.9037394391872986,0.8689136193399651,110.82720791819598,113.78737296894906,110.6327288631916,113.58737050594748,115.10093030855028,108.60085583751112,103.043992525644,105.18401780121688,0.4411770040064597,2.0,-0.0504405487388239,1396.0,1285.0,1166.6875,1.1965500616060427,1.101408903412439,0.4260984338193824,0.7647058823529411,-6.132636367432742,145,293,66.33712179325545,wright st
118,Washington St.,WCC,12-17,116.57164276847894,72,111.4984966305883,218,0.6252029788370155,118,13.124864766494705,17.875135233505297,8.124864766494705,9.875135233505295,7-9,0.6030820110459809,0.5656150392206316,0.6335239256540774,0.5955849808006579,0.5656150392206316,0.6172299386084548,0.7930676615677257,0.8275376160988629,111.98785893473836,105.86364011768282,111.68979478280173,106.01216282472976,117.97041996259723,111.48797952288194,113.29443966494505,110.83131158675492,0.562860326835733,6.0,-0.0901839370415665,1232.0,1246.0,1093.4625,1.1266961601335208,1.1394995255895837,0.4868780422434728,0.4375,-8.911368980487111,223,348,67.3443691258754,washington st
119,Cal Baptist,WAC,19-8,106.95244515857064,226,102.48193306360912,50,0.6203477352208102,119,22.095686486939645,8.904313513060359,12.09568648693964,5.904313513060357,9-5,0.4695907817295285,0.4464964187331549,0.4910355473690183,0.4540691924497038,0.4464964187331548,0.4595384179116558,0.8713260354075404,0.8512887592000444,107.76168059714811,109.25208006291844,107.16424975069329,109.21021601780733,104.57148618746206,100.37523875423032,95.325913956547,111.01355948629428,0.1477910154383649,1.0,0.0917652791341346,962.0,933.0,942.7,1.020473109154556,0.9897104062798344,0.3492984648108872,0.6428571428571429,-2.780169250617956,83,17,65.4673878879019,cal baptist
120,UNLV,MWC,14-13,115.70892509801764,80,111.07537554756912,205,0.6153815139931231,120,14.996480890883356,16.00351910911664,9.996480890883356,10.003519109116644,9-7,0.5713471382572112,0.4847057004730363,0.6309131267338315,0.6050627722126622,0.4847057004730363,0.6712591616694563,0.7739573664857308,0.8389347508900067,111.86917198320512,107.4413637951844,112.4445840770376,106.50984956426268,116.55835367102,110.73826374816238,121.15877615943523,114.80697377849772,0.6500527403447833,5.0,-0.0009297865389671,1259.0,1253.0,1107.6,1.1366919465511014,1.1312748284579268,0.8326433014119561,0.5625,-5.787309727129482,133,184,70.1061459392679,unlv
121,St. Thomas,Sum,21-8,115.23606252551784,85,110.62292550781896,195,0.6153451758753881,121,22.44982470661481,8.55017529338519,11.44982470661481,4.5501752933851884,10-4,0.3429452921659783,0.374138407706468,0.3095240969440253,0.3491148553886551,0.374138407706468,0.3256552750907058,0.9099885893638122,0.8853363976819871,107.99686093172984,113.31277037988023,108.14849345067682,113.26882030215914,115.59371001043624,112.61820853701244,105.88988805585068,112.57433880325556,0.3309345312537172,1.0,0.0055668286437162,1219.0,1066.0,987.8250000000002,1.2340242451851289,1.0791385113760026,0.4385735221174695,0.7142857142857143,-4.295909898385586,102,168,68.8390125763483,st thomas
122,UC Santa Barbara,BW,17-11,116.94275648289202,69,112.2769833692462,237,0.6149647845933436,122,18.868866377838565,12.13113362216143,11.86886637783857,8.131133622161432,10-7,0.432146192536659,0.4102535178783618,0.4463120408449689,0.4375009990248463,0.4102535178783621,0.4524871136554125,0.8913903945017361,0.8877439235558724,107.60196591206515,109.169990960693,107.30799571096534,108.80224772209722,117.57924659215894,111.80016246618273,98.53532384271428,104.29643712689702,0.3422115752525297,1.0,-0.0466424908951624,1378.0,1293.0,1183.2999999999995,1.164539846192851,1.0927068368123047,0.4874791929145932,0.5882352941176471,-6.70549535570302,163,285,63.89589976759165,uc santa barbara
123,UT Rio Grande Valley,Slnd,16-12,112.0814916333586,125,107.69653898913508,135,0.6127652401151665,123,18.032350124693263,12.967649875306732,14.032350124693268,7.967649875306733,12-7,0.4248508900703592,0.4938282501562163,0.3921774037139007,0.421660605961287,0.4938282501562163,0.3921374787906342,0.8641121722638065,0.7670399608557233,108.85895814454216,109.75557803693572,108.55303565959532,109.84130910166424,111.88061194618574,107.8253942001445,104.51676009251216,102.74690231928513,0.5489441345633743,4.0,-0.0751230292986357,1421.0,1323.0,1255.625,1.1317073170731706,1.053658536585366,0.3918846209432796,0.631578947368421,-6.987677574640454,169,333,66.593916849533,ut rio grande valley
124,Fresno St.,MWC,12-15,108.46786919838893,192,104.3740496639192,75,0.6088399270811014,124,13.683406087971576,17.316593912028427,7.683406087971574,12.316593912028424,6-10,0.567551940248386,0.4286705390257549,0.663032903588945,0.5803497245370816,0.4286705390257549,0.6637732765683113,0.7853213266151079,0.8662899769510509,112.21749865956,107.72854686645157,112.56661025579164,107.6831514647324,108.08550328586104,102.52257247238887,96.01741654788444,97.1810681011514,0.4654221047654581,6.0,-0.0774489284898273,1162.0,1181.0,1104.8999999999996,1.0516788849669656,1.0688750113132417,0.6667347684857767,0.375,-7.683052028316283,189,339,68.21377163468993,fresno st
125,Murray St.,MVC,20-10,116.63374874984883,71,112.25186983734665,236,0.6083484092143331,125,20.388172487510907,10.611827512489093,12.388172487510907,7.611827512489093,12-7,0.5094971097520351,0.4445465107838336,0.5471000881020466,0.5138624556533252,0.4445465107838336,0.5519862253315455,0.8477325613551513,0.8511862030680416,109.5263163045828,109.62185374244794,109.62841209841568,109.53716035605696,115.86396132426825,112.7466793227142,118.23937731744005,121.5789773868276,0.4206006575633541,2.0,0.085211408945387,1515.0,1515.0,1349.5749999999998,1.1225756256599302,1.1225756256599302,0.6448228326920267,0.631578947368421,-3.813409357543761,95,24,71.42709732648423,murray st
126,Maryland,B10,11-16,112.49878310051474,119,108.31388872189362,150,0.6072944530708475,126,11.908244080569045,19.091755919430955,4.9082440805690455,15.091755919430955,4-12,0.7028696621527136,0.5128455692212847,0.8335112260430709,0.7192614732763962,0.5128455692212847,0.8327902205067075,0.6104738885140826,0.7560602796042569,116.61231312792722,104.93478221109253,117.37665759036788,104.46786122965764,112.9155325267852,108.83178568914806,113.61430307896244,111.85569540163851,0.5447295239040779,15.0,0.0452588832273677,1071.0,1253.0,1034.1,1.0356832027850305,1.2116816555458854,0.8299061983612536,0.25,-4.074605029767555,97,82,66.41229914185779,maryland
127,UC San Diego,BW,19-9,107.83788603518012,210,104.00899918832076,71,0.6024642854749049,127,21.6356301028602,10.364369897139806,11.635630102860194,8.364369897139804,9-7,0.4458442323393253,0.4182466099788786,0.4665424491096601,0.4404133925958052,0.4182466099788786,0.4537134621659609,0.8906522560261245,0.8872219471242623,107.75126273304144,108.67920896705095,107.91914195609743,109.35078055527823,103.57898001843684,102.76337311816955,113.71374506929948,109.2536513776302,0.6130469859685556,1.0,0.0435348346371186,1136.0,1124.0,1118.4625,1.015680007152676,1.0049509929926126,0.4023975143911641,0.5625,-4.58553459873652,108,85,67.5221898323226,uc san diego
128,UNC Wilmington,CAA,24-4,111.04499490683531,144,107.4955539025882,132,0.5923258969548273,128,26.230433357802383,4.769566642197616,15.230433357802386,2.769566642197616,13-2,0.3577597730735722,0.2904501333363689,0.4160947941791483,0.3560344211465739,0.290450133336369,0.4034008512317216,0.9276827576319528,0.9411585813840176,106.20727174190915,111.41642825646151,106.38532860825504,111.75903675423883,108.9107626526607,105.99279217166293,0.0,0.0,0.0,0.0,0.1489983151083322,1109.0,1023.0,994.8125,1.1147829364830055,1.0283344851416722,0.3399311364945888,0.8666666666666667,-0.9313746822457448,60,3,64.58504905475117,unc wilmington
129,Southern Illinois,MVC,14-15,103.3708335757674,286,100.28479306054004,31,0.5862661478279655,129,15.532695398279271,15.467304601720729,9.532695398279271,10.467304601720729,8-10,0.5328944269838366,0.4521755784044735,0.5822226122267808,0.517966336221897,0.4521755784044735,0.5541512530214802,0.8453687166401942,0.8466416562070088,110.10796731720347,108.28510877656618,109.73036490688376,108.55865375303806,100.45349600999376,97.11739476293452,105.28204204311156,92.87978689028938,0.808667246216079,2.0,-0.0459189872987603,1239.0,1229.0,1253.4375,0.9884816753926702,0.9805036150585889,0.3015090201737735,0.4444444444444444,-8.484405016018236,210,282,69.18214769072216,southern illinois
130,George Mason,A10,21-6,111.06013041431515,143,107.77903125705788,137,0.585372877755848,130,22.40058144965514,8.59941855034486,10.40058144965514,7.59941855034486,9-5,0.470890926260822,0.3443751596302248,0.5883698524178052,0.5017124492978806,0.3443751596302248,0.6153449362800765,0.8606911095961702,0.9219446624804516,109.51380116011528,110.1989853322628,110.36369738559206,109.60172920355414,108.65990506584588,108.38397570119372,101.3108924849754,106.9255491825748,0.3497139372628127,1.0,0.1645248262273096,962.0,959.0,890.0624999999999,1.0808229759146128,1.0774524260936733,0.7097577297980266,0.6428571428571429,-1.5348717994442915,66,2,64.06320492776167,george mason
131,San Francisco,WCC,15-15,113.450372115305,106,110.36650077376235,189,0.5785750692051362,131,15.264475897185498,15.735524102814502,7.264475897185498,10.735524102814502,7-10,0.5711258627109435,0.4791176672722113,0.6414850709876211,0.5765409426425286,0.4791176672722113,0.6469021970766468,0.775101969720507,0.8287052156000085,111.59298332381466,106.88217714354732,111.65335174148991,106.77249588147748,110.59638285375394,110.29260532593575,111.81762284039644,105.75272960680952,0.6550481249674184,8.0,0.0097626853408419,1233.0,1311.0,1159.6625,1.0632403824388563,1.1305013312062775,0.7389933405900834,0.4117647058823529,-6.460755895335866,154,152,65.44705198802465,san francisco
132,Bradley,MVC,19-10,111.24509961614224,139,108.40563198229545,154,0.5737926251091189,132,19.89008868565413,11.10991131434587,12.89008868565413,7.109911314345871,12-6,0.4803650694826572,0.3708914637888741,0.5472656062955248,0.4899119418728792,0.3708914637888741,0.5553732048190823,0.8715231298261277,0.9214776546667696,108.72163506676851,109.01486225018782,109.01011183062674,108.94317335505372,111.637909043975,109.04433791053268,116.62555137689291,111.98551930421532,0.6146465407746199,1.0,0.0702199265697848,1389.0,1358.0,1260.725,1.101747010648635,1.0771579844930497,0.6283415915310993,0.6666666666666666,-4.8747618533596535,114,43,67.43068528571754,bradley
133,Penn St.,B10,11-17,115.52697480474104,82,112.69579137240903,245,0.5708543439547566,133,11.812281974069684,19.18771802593032,2.812281974069684,17.187718025930316,2-15,0.6601392638127244,0.3699907574785131,0.8478824149701549,0.6721269751223152,0.3699907574785131,0.8383018948264063,0.6785194137464415,0.9271320031120815,115.76715574935652,105.8002182083758,116.06923060864128,105.7396103750212,114.91821452505644,113.1800799852444,114.58375069537952,110.26397811005326,0.6087188565833292,12.0,-0.0016632466720149,1213.0,1449.0,1156.875,1.0485143165856294,1.252512155591572,0.784012280678497,0.1176470588235294,-6.075907583235027,143,187,67.43657091633044,penn st
134,UAB,Amer,17-10,108.7335836305298,185,106.12823935067236,104,0.5692775429179624,134,19.24775593486001,11.752244065139996,10.247755934860004,7.752244065139995,8-6,0.47869205352779,0.3842751639458215,0.5663648795681893,0.480315293792516,0.3842751639458215,0.5496776097929064,0.8628354312853123,0.8883706231718786,109.4685520326346,109.89368053509236,109.08441206442578,109.51197982967204,105.91254270711306,105.34172310715137,109.46725580181172,97.16978977512572,0.7974455056298976,3.0,0.0470194721696385,1069.0,1077.0,1015.3875,1.0528000393938275,1.0606788048897589,0.4912721655794165,0.5714285714285714,-4.926413724042674,115,77,69.2111505313789,uab
135,William & Mary,CAA,16-11,111.79664532544354,132,109.34010930343548,169,0.5635322324551078,135,18.4365005371347,11.5634994628653,9.436500537134702,8.5634994628653,7-8,0.4256851421196149,0.4230344226369515,0.4278057177057456,0.4064027983777609,0.4230344226369515,0.3953150488716337,0.8863503439284054,0.8385229276661792,108.8358360773688,110.12427398401036,108.35433771697176,110.74995131570878,111.66617196595676,110.87869863856612,93.338015722064,98.8338094827714,0.3412022762378232,1.0,-0.0175082079337535,1216.0,1171.0,1071.0875,1.1352947354907978,1.093281361233326,0.2328617047010742,0.4666666666666667,-6.475837115465908,155,219,72.63681494366695,william mary
136,Rhode Island,A10,15-12,107.01383759988576,224,104.73405854134174,78,0.561595185444111,136,17.00775841130491,13.99224158869509,8.00775841130491,9.99224158869509,6-8,0.5000783832597298,0.3992751948159201,0.5936813439575531,0.5077642449772236,0.3992751948159201,0.5861174478714984,0.8501751421587885,0.8859025288476535,109.58726473695012,109.7520335899785,109.55599284001048,109.4095610584172,104.63452108198484,103.6300138935762,112.97422441007706,100.34767663650597,0.7962412998628687,2.0,0.0062350112756797,954.0,972.0,929.4,1.026468689477082,1.0458360232408006,0.5596438115703071,0.4285714285714285,-6.316316650361629,149,166,65.60382269101319,rhode island
137,Austin Peay,ASun,21-6,108.83391514855616,183,106.53348884836848,110,0.5611133217566344,137,22.40382614843616,6.596173851563841,16.40382614843616,1.5961738515638406,15-1,0.3275999586683693,0.4229419095463025,0.2620523674397902,0.3295654784143161,0.4229419095463025,0.2725021038336578,0.9135603037210358,0.8503073653414254,108.3781138189368,115.1888065746115,108.64291552496042,115.41698189408451,110.03699957647363,107.53190563497454,116.0425923271412,105.4329489706497,0.7507552179103362,1.0,0.0843465124102232,1320.0,1164.0,1112.7375,1.1862636066457724,1.0460688167694538,0.3560999949845987,0.9375,-2.629750906118363,82,27,68.70173646302437,austin peay
